Title,Date,Category,Link
Athens County Home Health Care Agency Owner Pleads Guilty to $2M in Fraud,2017-06-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/athens-county-home-health-care-agency-owner-pleads-guilty-to-2m-in-fraud/
Former Physician Sentenced for Health Care Fraud,2017-06-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-physician-sentenced-for-health-care-fraud/
"Local Physician, Dr. James M. Crumb, and Mobile Based Physician Group, Coastal Neurological Institute, P.C., paid $1.4 million to Settle False Claims Act Allegations",2017-06-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-physician-dr-james-m-crumb-and-mobile-based-physician-group-coastal-neurological-institute-pc-paid-14-million-to-settle-false-claims-act-allegations/
Pinellas County Man Arrested for Exploiting Two Elderly and Disabled Victims,2017-06-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pinellas-county-man-arrested-for-exploiting-two-elderly-and-disabled-victims/
"Two Arrested for More than $100,000 in Medicaid Fraud",2017-06-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-arrested-for-more-than-100000-in-medicaid-fraud/
Marion Co. Woman Charged with TennCare Drug Fraud,2017-06-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/marion-co-woman-charged-with-tenncare-drug-fraud/
Louisiana Dentist Settles Case Involving Medically Unnecessary Claims,2017-06-21,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/louisiana-dentist-settles-case-involving-medically-unnecessary-claims/
Five Doctors Plead Guilty in Connection with Test-Referral Scheme with New Jersey Clinical Lab,2017-06-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-doctors-plead-guilty-in-connection-with-test-referral-scheme-with-new-jersey-clinical-lab/
Florida Pharmacy Settles Case Involving Excluded Individual,2017-06-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/florida-pharmacy-settles-case-involving-excluded-individual/
Bergen County Doctor Sentenced to 41 Months in Prison for Taking Bribes in Test-Referral Scheme,2017-06-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bergen-county-doctor-sentenced-to-41-months-in-prison-for-taking-bribes-in-test-referral-scheme/
Boston Medical Center Settles False and Fraudulent Medicare Claims Case,2017-06-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/boston-medical-center-settles-false-and-fraudulent-medicare-claims-case/
UMass Medical Center Settles False and Fraudulent Medicare Claims Case,2017-06-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/umass-medical-center-settles-false-and-fraudulent-medicare-claims-case/
"Genesis Healthcare, Inc. Agrees To Pay Federal Government $53.6 Million To Resolve Allegations Of Medically Unnecessary Rehabilitation Therapy And Hospice Services",2017-06-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genesis-healthcare-inc-agrees-to-pay-federal-government-536-million-to-resolve-allegations-of-medically-unnecessary-rehabilitation-therapy-and-hospice-services/
"Laboratory Corporation of America Agreed to Pay $45,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2017-06-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/laboratory-corporation-of-america-agreed-to-pay-45000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Former Doctor Sentenced to 23 Years in Prison for Distributing Prescription Drugs, Health Care Fraud and Money Laundering",2017-06-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-doctor-sentenced-to-23-years-in-prison-for-distributing-prescription-drugs-health-care-fraud-and-money-laundering/
"A.G. Schneiderman Announces Settlement With Healthcare Services Company That Illegally Deferred Notice Of Breach Of More Than 220,000 Patient Records",2017-06-15,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-healthcare-services-company-that-illegally-deferred-notice-of-breach-of-more-than-220000-patient-records/
Jacksonville Man Sentenced For Perpetrating Fraud Schemes While Illegally Collecting Disability And Medicaid Benefits,2017-06-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jacksonville-man-sentenced-for-perpetrating-fraud-schemes-while-illegally-collecting-disability-and-medicaid-benefits/
"Mother and Daughter Co-Owners of Seven Miami, Florida-Area Home Health Agencies Each Sentenced to Over 10 Years in Prison for Roles in $20 Million Home Health Care Fraud Schemes",2017-06-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mother-and-daughter-co-owners-of-seven-miami-florida-area-home-health-agencies-each-sentenced-to-over-10-years-in-prison-for-roles-in-20-million-home-health-care-fraud-schemes/
"Office Manager/Medical Biller in Devine, TX, Sentenced to 17 Years Imprisonment for $3.5 Million Health Care Fraud Scheme",2017-06-14,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/office-managermedical-biller-in-devine-tx-sentenced-to-17-years-imprisonment-for-35-million-health-care-fraud-scheme/
"Cherry Hill Doctor And Son Admit Defrauding Medicare, Agree To $1.78 Million Settlement",2017-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cherry-hill-doctor-and-son-admit-defrauding-medicare-agree-to-178-million-settlement/
Dodge County Pharmacy and Pharmacist Agree To Pay Over $2 Million to Resolve False Claims Act and Controlled Substances Act Allegations,2017-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dodge-county-pharmacy-and-pharmacist-agree-to-pay-over-2-million-to-resolve-false-claims-act-and-controlled-substances-act-allegations/
"Owner of Apple of Your Eye Healthcare Services, Inc. Sentenced to 210 Months in Federal Prison for Role in Healthcare Fraud Conspiracy",2017-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-apple-of-your-eye-healthcare-services-inc-sentenced-to-210-months-in-federal-prison-for-role-in-healthcare-fraud-conspiracy/
RGV Durable Medical Equipment Company Owner and Four Others Sentenced in Health Care Fraud Scheme,2017-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rgv-durable-medical-equipment-company-owner-and-four-others-sentenced-in-health-care-fraud-scheme/
"University of Rochester to Pay More Than $100,000 to Resolve False Claims Act Lawsuit",2017-06-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/university-of-rochester-to-pay-more-than-100000-to-resolve-false-claims-act-lawsuit/
Rutledge Announces Jonesboro Woman Sentenced for Medicaid Fraud,2017-06-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-jonesboro-woman-sentenced-for-medicaid-fraud/
A.G. Schneiderman Announces Indictment Of Three-Quarter House Director Charged With Defrauding Medicaid Through The Use Of A Kickback Scheme,2017-06-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-indictment-of-three-quarter-house-director-charged-with-defrauding-medicaid-through-the-use-of-a-kickback-scheme/
Sioux Falls Woman Sentenced in Embezzlement Case,2017-06-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/sioux-falls-woman-sentenced-in-embezzlement-case/
Alabama Woman Must Repay TennCare,2017-06-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/alabama-woman-must-repay-tenncare/
Two West Tennessee Women Charged with TennCare Fraud,2017-06-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-west-tennessee-women-charged-with-tenncare-fraud/
Physician Assistant Sentenced on 42 Drug-Related Charges,2017-06-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/physician-assistant-sentenced-on-42-drug-related-charges/
"Lexington, Kentucky, Jury Convicts Clinical Psychologist for Role in $600 Million Social Security Disability Fraud Scheme",2017-06-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lexington-kentucky-jury-convicts-clinical-psychologist-for-role-in-600-million-social-security-disability-fraud-scheme/
"Central Maine Medical Center and Central Maine Health Care Corporation Agreed to Pay $196,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2017-06-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/central-maine-medical-center-and-central-maine-health-care-corporation-agreed-to-pay-196000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Children's National Medical Center Agreed to Pay $615,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Outpatient Pediatric Services Furnished by Medical Students Without Required Supervision",2017-06-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/childrens-national-medical-center-agreed-to-pay-615000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-outpatient-pediatric-services-furnished-by-medical-students-without-required-supervision/
Miami-Area Man Charged For Role in $63 Million Health Care Fraud Scheme,2017-06-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-area-man-charged-for-role-in-63-million-health-care-fraud-scheme/
Operation Toothache: A.G. Schneiderman Announces Separate Convictions Of Unlicensed Dentist And Nurse,2017-06-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/operation-toothache-ag-schneiderman-announces-separate-convictions-of-unlicensed-dentist-and-nurse/
Fruitland Woman Sentenced to 60 Months in Prison for Health Care Fraud and Aggravated Identity Theft,2017-06-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fruitland-woman-sentenced-to-60-months-in-prison-for-health-care-fraud-and-aggravated-identity-theft/
School Counselor Pleads Guilty To Health Care Fraud Scheme,2017-06-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/school-counselor-pleads-guilty-to-health-care-fraud-scheme/
Shelter Worker Charged With Attempting to Coerce and Entice An Unaccompanied Alien Minor,2017-06-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/shelter-worker-charged-with-attempting-to-coerce-and-entice-an-unaccompanied-alien-minor/
"Paterson Doctor And Wife, Woodland Park Doctor, Charged In Test-Referral Bribe Scheme With New Jersey Clinical Lab",2017-06-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paterson-doctor-and-wife-woodland-park-doctor-charged-in-test-referral-bribe-scheme-with-new-jersey-clinical-lab/
Manhattan Doctor Arrested For Illegal Distribution of Oxycodone,2017-06-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-doctor-arrested-for-illegal-distribution-of-oxycodone/
Physical Therapist Sentenced for Obstruction and Tax Fraud Offenses,2017-06-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physical-therapist-sentenced-for-obstruction-and-tax-fraud-offenses/
Rutledge Announces Izard County Woman Sentenced for Medicaid Fraud,2017-06-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-izard-county-woman-sentenced-for-medicaid-fraud/
Louisville Physician Sentenced To 48 Months In Prison For Unlawful Distribution Of Controlled Substances And Health Care Fraud,2017-06-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/louisville-physician-sentenced-to-48-months-in-prison-for-unlawful-distribution-of-controlled-substances-and-health-care-fraud/
Fredericksburg Hospitalist Group Pays $4.2 Million to Settle Civil Fraud Case,2017-06-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fredericksburg-hospitalist-group-pays-42-million-to-settle-civil-fraud-case/
"Tobii Dynavox Agreed to Pay $163,000 for Allegedly Violating the Civil Monetary Penalties Law by Inducing Beneficiaries to Buy Products by Waiving Cost-Sharing Amounts without Conducting an Individualized Determination of Financial Need",2017-06-02,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/tobii-dynavox-agreed-to-pay-163000-for-allegedly-violating-the-civil-monetary-penalties-law-by-inducing-beneficiaries-to-buy-products-by-waiving-cost-sharing-amounts-without-conducting-an-individualized-determination-of-financial-need/
Essex County Pediatrician Found Guilty at Trial of Submitting Fraudulent Bills to the Medicaid Program for 24-Hour Workdays,2017-06-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/essex-county-pediatrician-found-guilty-at-trial-of-submitting-fraudulent-bills-to-the-medicaid-program-for-24-hour-workdays/
Medicare Fraudster Given Maximum Prison Sentence,2017-06-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medicare-fraudster-given-maximum-prison-sentence/
A.G. Schneiderman Announces $328K Wage Theft Settlement With Rochester Senior Living Facilities,2017-06-01,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-328k-wage-theft-settlement-with-rochester-senior-living-facilities/
Former Tufts Health Plan Employee Sentenced for Disclosing Personal Patient Information,2017-05-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-tufts-health-plan-employee-sentenced-for-disclosing-personal-patient-information/
"Marrero Woman Pleads Guilty to $536,724 in Health Care Fraud",2017-05-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marrero-woman-pleads-guilty-to-536724-in-health-care-fraud/
"Skilled Nursing Facility To Pay $888,000 To Resolve Alleged False Claims Related To Materially Substandard Care",2017-05-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/skilled-nursing-facility-to-pay-888000-to-resolve-alleged-false-claims-related-to-materially-substandard-care/
Electronic Health Records Vendor to Pay $155 Million to Settle False Claims Act Allegations,2017-05-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/electronic-health-records-vendor-to-pay-155-million-to-settle-false-claims-act-allegations/
Illinois Skilled Nursing Facilities Settle Case Involving Excluded Individual,2017-05-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/illinois-skilled-nursing-facilities-settle-case-involving-excluded-individual/
Mental Health Services Company Agrees to Permanent Exclusion,2017-05-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/mental-health-services-company-agrees-to-permanent-exclusion/
Bristol Woman Convicted of Defrauding Medicaid Program,2017-05-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bristol-woman-convicted-of-defrauding-medicaid-program/
Minnesota Mental Health Nonprofit And Its Leaders To Pay $4.5 Million To Resolve Fraud Allegations,2017-05-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/minnesota-mental-health-nonprofit-and-its-leaders-to-pay-45-million-to-resolve-fraud-allegations/
Medicare Advantage Organization and Former Chief Operating Officer to Pay $32.5 Million to Settle False Claims Act Allegations,2017-05-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medicare-advantage-organization-and-former-chief-operating-officer-to-pay-325-million-to-settle-false-claims-act-allegations/
